msg_id,msg_content
558,"Кибер церкви, наконец-то: Недавно операционный директор  Facebook провела саммит для религиозных лидеров, где пыталась убедить религиозные группы сотрудничать с ними, пишет The New York Times.   Пара цитат представительницы ФБ: «Религиозные организации и социальные сети идеально подходят друг другу, потому что в основе обоих лежит связь». «Мы надеемся, что однажды люди будут проводить религиозные службы в пространствах виртуальной реальности или использовать дополненную реальность в качестве образовательного инструмента, чтобы научить своих детей истории своей веры».   Как раз недавно Цукерберг сказал, что хочет, чтобы Facebook стал «компанией метавселенной», потребитель будет взаимодействовть с ним в 3D, а не через экран смартфона – то есть можно будет сходить в церковь в VR-шлеме?   На саммите обсуждали в том числе и два новых инструмента, которые помогут церкви заработать деньги. Первый позволяет прихожанам делать пожертвования во время просмотра служб в прямом эфире (донатить то есть), второй – услуга подписки на эксклюзивный контент, включая сообщения от епископа, стоимость 10$ (что-то напоминает 🥲). Так же отмечается, что была и третья фишка – реклама во время стрима, но лидеры церкви от нее отказались.   Пастор церкви Хиллсонг Сэм Коллиер вспоминал в интервью, что у Facebook было предложение: использовать церковь в качестве примера для изучения того, как церкви могут продвигаться на Facebook. В течение нескольких месяцев перед открытием церкви разработчики Facebook ежедневно вели диалоги с её представителями, чтобы изучить как она будет выглядеть на платформе социальной сети, какие приложение они могут создать для донатов, видео или лайв-стримов. Пастор не мог поделиться подробностями, так как подписал соглашение о неразглашении, но всё же отметил «Они учат нас, мы учим их, вместе мы узнаем, каким может быть будущее церкви на Facebook”»   Любопытно наблюдать, как Facebook пытается влезть вообще во все сферы жизни и это логично – церкви по сути это сообщества, а люди (точнее их профили) самое главное для фб.   Но с покупкой через инаппы штук в церкви они уже не первые 🌚"
559,"OpenAI Triton — новый язык программирования (ну почти), заточенный под нейросетки.  Основная мотивация: если ваш кастомный слой в нейросетке очень кастомный, вам сейчас приходится либо страдать от его низкой скорости, либо писать на CUDA (и страдать от CUDA). Причём вариант с кудой не очень классный, потому что если потом захотите портировать на iphone/android/edge/... , то будете страдать снова.  Triton это такой ""Си с тайлами"". Сверху языка С добавлена абстракция Tile, которая по факту — тензор. Под капотом много оптимизаций для того, чтобы всё это эффективно считалось на GPU.  Из документации видно, что сейчас язык больше продвигают как альтернативу TorchScript. То есть, вы пишете на питоне, добавляете несколько декораторов к вашим функциям и 🧙 делает ваш говнокод не лучше, но быстрее.  Проект ещё в очень ранней фазе и исходники выглядят не шибко приятно, но если он уменьшит число CUDA kernels в этом мире, я буду рад."
576,"​​Компьютерное око пристально следит за Олимпийскими играми  Все знают, что сейчас проходят Олимпийские Игры в Токио. Omega Timing, швейцарский производитель часов и официальный хронометрист Олимпийских игр, предлагает системы, которые выходят далеко за рамки измерения миллисекунд. Технологии компании отслеживают игровой процесс, анализирует движения игроков и определяет ключевые моменты. Компания Omega Timing, занималась тренировкой своих AI систем последние 4 года.  Как это работает:  системы Omega Timing отслеживают различные олимпийские виды спорта, включая волейбол, плавание и прыжки на батуте. Их продукция предназначена в первую очередь для тренеров и спортсменов для проверки и улучшения результатов, но она также доступна для официальных лиц и комментаторов.  Система для волейбола классифицирует удары с точностью 99%, отслеживая изменения направления и скорости мяча. Система объединяет гироскопические датчики, встроенные в одежду игроков, которые отслеживают движения игроков. Основной челендж состоял в трекинге мяча, особенно в моментах, когда мяч на мгновение улетает из поля зрения камеры. Для восполнения пропущенных моментов модель обучили вычислять вероятный путь. Компания заявляет, что система на 99 процентов точна при определении различных ходов.  Pose estimation компонента (куда же тут без нее) отслеживает движения гимнастов, когда они крутятся и переворачиваются на батуте. Он также определяет, насколько точно они приземляются в конце своей программы.  Сегментация и детекция также используется для отслеживания событий на воде, измеряя расстояние между пловцами, их скорость и количество гребков, которые они делают.  Это только начало. В Omega Timing пообещали, что на Олимпийских играх 2024 в Париже будет еще больше присутствия AI. Весь R&D отдел у них находится в маленькой деревне в Швейцарии. Я попытался поискать ML вакансии в Omega Timing, однако, странно, что я ничего не нашел."
577,Так скоро реальные сиськи совсем обесценятся в инстаграмах и тиктоках 😂
579,"Немцы заявляют, что строят европейский аналог OpenAI  Немецкий стартап Aleph Alpha, который базируется в Хайдельберге (городе, где я писал диссер), на днях поднял $27M в раунде A. Задачу, они себе ставят амбициозную (даже слишком) - они хотят создать очередной прорыв в AI, что-то похожее на OpenAI GPT-3.  Фирма работает с 2019 года, и странно, что я узнал о ней только сейчас. Прошерстил их сайт, посмотрел, кто у них работает. Так вот, я не увидел ни одного серьёзного имени или человека с какими-то крупными научными достижениями. Раздосадовался. Из тех, кто разбирается в ML, у них есть 3 недавних PhD студента и Connor Leahy, который известен тем, что соосновал EleutherAI. EleutherAI - это некоммерческая организация, которая изначально создавалась для воспроизведения результатов  GPT-3 с открытым исходным кодом. Возможно вся ставка у них на Коннора, но, будем откровенны, Коннор ничего прорывного не сделал, он не имеет научных публикаций, а в в EleutherAI они с командой просто воспроизводят статьи от OpenAI. Когда основывали OpenAI, было сразу понятно, что команда там звездная собралась, и они уж точно сварят нечто крутое.  Впечатление у меня сложилось спорное. У Aleph Alpha есть партнерства с немецкими госорганизациями. Пиарятся они в стиле ""мы — последний шанс Европы занять свою нишу в области AI"", ""мы будем базироваться сугубо в Европе и продвигать европейские ценности и этические стандарты"".  Также обещают быть более открытыми чем OpenAI (кек) и комитить в open-source. Хотя, возможно, они просто будут пилить какую-то большую платформу с AI решениями и сидеть на господрядах.  Этакий консалтинг с выездом к заказчику в сфере AI, у них на сайте уже даже висит ваканисия под это дело - AI Delivery & Consulting. Слегка попахивет мутными делишками Palantir-а.   Я не эксперт в области стартапов, но, кажется, Европа очень изголодалась по инновациям. Хотят угнаться за США и Китаем. Поэтому и раздают бабло при первом удобном случае, особенно, если фирма обещает плотно работать с государством. А вы что думаете по этому поводу, господа хорошие?"
586,"Apple заявил, что теперь они будут сканировать содержимое ваших девайсов на предмет наличия материалы о сексуальном насилии над детьми. Сhild porno (CP) - Это большая и серьезная проблема, с которой важно и нужно бороться. Новые фичи вступят в силу начиная с iOS 15, iPadOS 15, watchOS 8 и macOS Monterey. Однако, с момента анонса в интернете и медиа появилось много обсуждений, и много негативных отзывов.  Почему? С одной стороны вы же не против когда антивирус сканирует файлы на вашем компьютере, либо поиск по файлам индексирует все ваши данные. Почему все так встрепенулись против действий Apple? Apple будет запускать ML модели на девайсе и детектировать CP - вроде бы ничего плохого. Вот только есть несколько скользких моментов: (1) точность алгоритмов детекции не достигает 100%; (2) при позитивном срабатывании детектора данные с вашего аппарата буду передаваться сотрудниками для дальнейшей ручной перепроверки.  Что важно: сканировать устройство — это ОК, а копировать файлы с вашего девайса и показывать третьим лицам — это нарушение приватности! Что если таким образом третье лицо прочитает некую корпоративную/личную конфиденциальную информации. Подумайте о следующей интересной аналогии: хозяин квартиры, которую вы арендуете, не может внезапно нагрянуть к вам в квартиру в любое время без уведомления. А уж тем более он не может прийти к вам с обыском или украсть ваши вещи — это будет откровенным преступлением.  Подробный анализ и критику можно почитать тут."
598,"О, круто. Яндекс тут рассказали об их письменной службе поддержки на нейронках SupportAI. Оказывается, около 80% сообщений обрабатывает именно она: алгоритмы могут не просто отвечать на вопросы, но и автоматически корректировать стоимость поездки или отправляют сообщение водителю. Они даже рассказали, сколько сэкономили на всём этом.   Почитайте статью."
603,"Новость от Boston Dynamics.  Spot теперь умеет бегать по стройке, гонять SLAM и сканировать текущее состояние объекта."
609,И еще одно видео с результатами симуляции движения воды.
617,"Тут коллаб для улучшения качества фоток лица. Очень любопытно. Думаю, что-то такое под капотом у китайских телефонов типа Сяоми и Хуавея (эксперты могут меня поправить в комментах).   Собираюсь потыкать коллаб. GPEN выглядит хорошо, но можно сказать ""переигрывает"". Илонка там сам на себя не очень похож."
635,"Скажу вам по секрету, что монорепа - это такая боль. Особенно когда вам в проект коммитит тысяча человек. Естественно, что не всё, что работало неделю назад, будет работа сегодня. Тут я бы вставил лицо Гарольда, который улыбается через боль."
636,"Еще представьте себе ситуацию, что каждое утро, когда вы делаете git/hg pull и запускаете тренить свой ""искусственный интеллект"", то у вас попутно компилируется и собирается bleeding-edge pytorch со всеми сопутствующими."
654,Совет для начинающих датасаентистов: еще в школе начинать откладывать деньги с обедов на девбокс с GPU.  Свои советы в комменты.
665,"#чтивонаночь  Многи мои подписчики обучают разные модели на основе ruGPT, многие из них не в курсе как воткнуть FP16 в коллабе. Короче мы в Пушкине(Я и моя НекоТян) выкатили ноутбук с простым трейном ругптшки"
670,"Мне уже неактуально, но для всех подписчиков, кому интересна магистратура по Computer Science за бугром.  Есть очень подробный гайд по поступлению в Европейские маги от выпускницы МФТИ и TU Delft."
678,"Подкаст об алгоритмическом трейдинге  Мне очень интересна тема инвестиций в ценные бумаги и алго-трейдинга. Сейчас нахожусь в плавном процессе изучения кухни трейдинга. Сегодня послушал отличный подкаст об алго-трейдинге. В эпизоде разговаривают два профессора ВШЭ и программист, квант с 10-летним опытом в высокочастотном алго-трейдинге. Особенно понравилась вторая часть подкаста, где разговор пошёл более предметно про алгоритмы и математику. Советую.  Зарабатывать на алго-трейдинге можно, но нужно обладать комбинацией скилов:  быть и сильным математиком,  и инженером.   Просто с улицы в трейдинг лучше не соваться. Есть мнение, что трейдингом могут успешно заниматься только крупные институционные игроки. Но не боги горшки обжигают. В подкасте говорится, что людям с профильным математическим/физическим/CS образованием, коих, думаю, много среди моих читателей, познать эту сферу вполне реально, если есть желание учиться. Правда структурированных ресурсов для изучения этой темы не так много, и нужно в большей степени учиться на своём опыте. Если кто-то знает толковые курсы/книги - велком в комментарии.  🔊 Подкаст, ч.1 🔊 Подкаст, ч.2"
684,"Вот такие разработки выглядят очень круто. Прям вселяют веру в человечество. Кроме помощи инвалидами и жертвам различных несчастных случаев, можно ещё пофантазировать о применении продвинутых экзоскелетов для аугментации возможностей тела и здоровых людей."
686,"Именно. Добавить на свой сайт, где при каждой перезагрузке будет появляться новое фото тебя😅  UPD: Прикиньте, как хорошо лицо Олеси будет распознаваться на любой уличной камере. Такой датасет в интернете!"
698,"​​⚡️Немного ликбеза об эффективных сетках.  Pt.2  В Pt.1 мы говорили о главной идее архитектуры MobilenetV1 - depthwise separable convolutions. В этом посте речь пойдет о MobileNetV2.  Во второй версии MobileNet авторы из Google Inc. предложили пробросить skip-соединения и использовать Inverted Residual Block (IRF), что существенно сократило необходимый объем памяти для тренировки и предсказания сети, и улучшило точность на многих задачах.  В обычных residual блоках из статьи про ResNet skip-соединения проброшены между выходами жирных конволюций, то есть каждая конволюция имеет довольно большое число выходных каналов, причем это число каналов поддерживается фиксированным на протяжении нескольких блоков. Нововведение IRF блока в том, что: (1) он использует depthwise separable конволюции, как и в MobilenetV1; (2) число каналов внутри блока меняется за счет того, что в начале каждого IRF блока стоит 1x1 conv, который увеличивает число каналов (expansion layer). Затем идет 3x3 depthwise convolution. А замыкает блок ещё один 1x1 conv, который уменьшает число каналов (projection layer). Смотрим схему на картинке.  Таким образом, skip-соединения всегда связывают тензоры боле низкой размерности (после projection layer), а бóльшая часть ""работы"" по выучиванию сложных фичей происходит внутри блока, где размерность выше (после expansion layer). Главное преимущество такого подхода в том, что требуется меньше памяти и меньше операций сложения, т.к. skip-соединения проброшены между тензорами низкой размерности. Кроме того, IRF блоки более эффективны чем традиционные residual block-и из-за использования 1x1 конволюций и 3x3 depthwise конволюций.  Интересно, что авторы не добавляют ReLU после projection layer, то есть IRF блоки провязаны skip-соединениями, где нет нелинейности. Эмпирически это даёт лучшую точность, т.к. добавление нелинейности режет информацию после каждого блока, а без нее больше информации может свободно ""гулять"" по сети.  Блог-пост на английском, откуда я нарезал картинки.  ---  Друзья, напишите в комментариях, нравятся ли вам посты в таком стиле. Ваша благодарность даёт мне мотивацию. Так же предлагайте свои темы, я выберу наиболее интересные для следующего разбора.  #efficient_nets"
699,"Интересное замечание о логике выдачи видеокарт в Colab Pro+. За 3-4 дня до списания абоонентской платы начинают выдаваться хорошие видеокарты, а после оплаты опять выдаётся шелупень всякая.   Ваше мнение, господа? Замечали такое?"
736,Наконец-то хоть кто-то научился генерировать красивые кроссовки 😁.  Ещё и веса модели выложили в публичный доступ.  Какая же все-таки фундаментальная статья StyleGAN. И Tero Karras красавчик.
739,"​​Нейронные сети и глубокое обучение к 2021г захватили человечество, но иначе чем ожидали фантасты. Захвачено главное — внимание людей. Но любая тема, ставшая популярной, развивается в сторону увеличения количества публикуемых материалов и их упрощения, а также хайпа во всех проявлениях.  В результате, перед теми кто хочет действительно разобраться в этой области, хотя бы верхнеуровнево, возникает бурлящий поток из блогов, статей, репозиториев, онлайн-курсов и пр. В такой ситуации нужно выбирать источники от авторов, которые стоят за созданием оснований этих технологий и способны рассказать о них как о своих детях. С любовью и натянутым нервом.  Ян Лекун является патриархом машинного обучения, который провел десятилетия в работе над базовыми исследованиями и инженерии первых работающих систем, даже в ситуациях, когда в академической среде такая работа считалась абсолютно бесперспективной, а соответственно нефинансируемой.   Уйдя в преподавание в 43 года, он продолжал работу над исследованиями в составе очень ограниченной группы коллег фактически в стелс режиме. До момента, когда в 2013г Цукерберг лично уговорил его построить лабораторию, а дальше все направления машинного обучение в Facebook. Приняв его условие совмещать эту работу с продолжением преподавания. (Сейчас Лекун является VP & Chief AI Scientist в Facebook.)  Книга Лекуна Как учится машина дает развернутую историческую панораму становления технологий машинного обучения. Через примеры уникальных прорывов, иногда совершенно случайных успехов, больших провалов конкретных исследователей и их работ, их влияния на то, что используется сейчас ""в одну строчку кода"", разбираются ""первые принципы"" всех основных архитектур нейронных сетей. С именами и личными историями, что делает все повествование очень литературным и интересным.   Свистнуто у @dxspace"
760,Успел зарегать хендл @metaai
763,"​​ICCV в 1990 году - как оно было?  Michael J. Black (MJB) - известный профессор по CV, который занимается оценкой геометрии и поз людей в 3D. Мне посчастливилось быть с ним лично знакомым (однажды я делал доклад в его лабе). Человек он очень незаурядного ума. Так вот, Майкл опубликовал пост, где рассказывает о своем первом выступлении на ICCV (International Conference on Computer Vision) в 1990 году.  Он сравнивает то, как выглядят конференции по компьютерному зрению сейчас и тогда, он замечает такие интересные вещи: - Статьи в одно лицо были довольно частым явлением, и даже крутые профессора часто писали статьи в одиночку. Сейчас же кол-во авторов на статье может составлять десятки д‌а‌р‌м‌о‌е‌д‌о‌в‌ человек! - Раньше статьи могли быть от 4 до 12 страниц, тогда как сейчас стандарт - это 8, и меньше 8 страниц будет выглядеть странно. - На ICCV 1990, проходившую я Японии, приехало 419 (!) заинтересованных. Сейчас это может быть до 10 тысяч людей. - В 1990 году на ICCV было 126 статей, и только одна была про нейронные сети: Object recognition by a Hopfield neural network. Прикиньте, уже размышляли о компьютерном зрении, когда даже привычного нам интернета (WWW) еще не было. Мало того, Майкл говорит, что тогда было всего буквально несколько оцифрованных видео на весь мир. Вот вам и биг дата! - Почти ничего из обсуждаемого на конференции 1990 не могло заинтересовать индустрию. Сейчас - вы сами видели - гиганты тех. индустрии стремятся прорекламировать себя и завербовать как можно больше шарящих в CV людей.  Прочитать статью полностью можно по ссылке.  На фото Майкл Блэк во время ресепшена на ICCV 1990."
764,"Роботам дали возможность познавать мир через прикосновения Meta AI Research   Прикосновение важно для восприятия мира людьми. Тактильная информация - это ключевой способ восприятия окружающего мира. Прикосновение дает нам информацию, которую невозможно получить ни каким другим способом, например, о температуре вещества, его текстуре и весе, а иногда даже о его состоянии. В идеале, мы бы хотели, чтобы ИИ мог учиться и взаимодействовать с миром через прикосновения (как люди). Но для того, чтобы это произошло, необходимо создать экосистему тактильного восприятия в робототехнике.   В этом блогпосте F‌a‌c‌e‌b‌o‌o‌k‌ Meta AI рассказывает о прогрессе в разработке оборудования, симуляторов, библиотек, и синтетических данных, необходимых для создания AI систем, которые могут понимать мир и взаимодействовать с ним с помощью прикосновений.  Представлены три основных достижения: ▪️ DIGIT - дешевый тактильный сенсор, который можно построить дома за $15, если есть 3D принтер. Интересно, что сам сенсор полагается только на встроенные камеры и алгоритмы компьютерного зрения. В нем нет датчиков давления. ▪️ ReSkin - синтетическая кожа, которая может понимать тактильную информацию с помощью магнитометра. Кожа эта очень универсальна и легко заменяется, так как не имеет в себе никакой проводки. ▪️ TACTO - быстрый симулятор для тактильных сенсоров, основанных на зрении, с открытым исходным кодом.  Все эти инновации помогают добиться прогресса в разработке более мягких и безопасных роботов, способных понимать мир через прикосновения. Также новые легкодоступные сенсоры и открытый исходный код открывают сферу тактильного восприятия для большего числа исследователей.  Ох этот новый дивный мир, друзья мои! Жду когда робот будет полноценным помощником по дому, а не то, что эти тупые робопылесосы."
783,"​​Дуров подрубил рекламу. Настолько ненавязчивую, что она постоянно теперь висит последним постом 🤡.   ""Дуров, верни стену, блэт!""  Ну, и прикрепляю скрин из комментариев к посту Паши."
791,"Снизу – генерация с помощью ruDALL-E.   Выглядит эффектно. Но, кажется, модели не хватает какой-то регуляризации либо праеров, чтобы генерировать более реалистичные картинки.   Издалека кажется круто, приблизишь – кашка."
804,"​​О Нейронном Рендеринге  Что такое Нейронный Рендеринг? Если немного сумбурно, то нейронный рендеринг — это когда мы берем классические алгоритмы синтеза изображений из компьютерной графики и заменяем часть пайплайна нейронными сетями (тупо, но эффективно). Нейронный рендеринг учится рендерить и представлять сцену из одной или нескольких реальных фотографий, имитируя физический процесс камеры, которая фотографирует сцену. Ключевая особенность нейронного рендеринга — разделение процесса фотографирования (т.е. проекции и формирования изображения) и представления трехмерной сцены во время обучения. То есть мы учим отдельное представление трехмерной сцены в явном (воксели, облака точек, параметрически заданные поверхности) либо в неявном виде (signed distance function), из которого рендерятся наблюдаемые изображения. Чтобы всё это обучать, важно чтобы весь процесс рендеринга был дифференцируемым.  Может вы не заметили, но тема нейронного рендеринга, включая всякие нерфы-шмерфы, сейчас хайпует в компьютерном зрении. Вы скажете, что нейронный рендеринг — это очень медленно, и вы будете правы. Обычная тренировка на небольшой сцене с ~50 фотографиями занимает у самого быстрого метода около 5.5 часов на одной GPU, но прогресс не стоит на месте и методы очень активно развиваются. Чтобы охватить все недавние наработки в этом направлении, очень советую прочитать этот SOTA репорт ""Advances in Neural Rendering""."
808,"​​Диффузионные генеративные модели все больше и больше отжимают территорию у Ганов.   Про диффузионные модели я уже писал раньше.  А в свежей статье Palette: Image-to-Image Diffusion Models от Гугла их теперь использовали для общей постановки задачи перевода из одной картинки в другу. То есть они могут делать и инпейнтинг, и условную генерацию, и экстраполяцию, и колоризацию, и все что хотите.  На картинках снизу только центральная часть подавалась на вход сети. Все, что по бокам – сгенерировано. Очень впечатляет."
814,Всем приветы! Немного выпал на выходные. Теперь вернулся к вам с новыми статейками ☺️
820,"Встречаемся на YaTalks  3-4 декабря Яндекс соберет больше 80 экспертов из мировых и российских компаний для обсуждения главных трендов, перспективных направлений и подводных камней в бэкенде, фронтенде, мобильной разработке, машинном обучении, управлении продуктом. Кроме того в lifestyle-треке речь пойдет про жизнь в IT и не только.  Зарегистрироваться на YaTalks.  #конференция"
824,"​​Hidden Technical Debt in Machine Learning Systems Sculley et al., [Google], 2015  Несмотря на возраст, статья точно описывает кучу проблем в современных системах. В отличие от обычного софта, когда технический долг весь сидит в коде или документации, в ML есть много альтернативных способов накосячить. Вот некоторые примеры, которые авторы разбирают в статье на основе своего опыта в Google:  1. Старые гиперпараметры, которые непонятно откуда взялись, и не меняются уже N лет, несмотря на то, что и данные и модель уже сильно другие 1. Частный случай предыдущего пункта — трешхолды, которые были потюнены лишь один раз во время первичного деплоя. Это может быть особенно опасно, если ваша система принимает важные для бизнеса или безопасности окружающих решения. 1. Feedback loops — данные для тренировки модели, которые вы коллектите с задеплоеной системы, зависят от модели. Про это нужно помнить и адресовать заранее. 1. Высокоуровневые абстракции над моделями, которые заставляют писать кучу glue code (бывает так что > 90% всего вашего кода это glue code) 1. Рipeline jungles, когда никто не понимает data flow и коммуникация между кусками системы превращается в макароны 1. Предыдущие два пункта зачастую появляются из-за того, что код модели написан рисечерами и его абстракции не подходят для реального мира. Чаще всего лучший способ этого избежать — переписать код модели с нуля. 1. Ещё одно следствие — куча экспериментального кода внутри задеплоеного кода 1. Под конец касаются интересной вещи, которую называют cultural debt. Хорошие ML команды состоят из смеси исследователей и инжереров, которые активно взаимодействуют друг с другом, готовы выкидывать старые куски кода для упрощения системы, обращать столько же внимания на стабильность и мониторинг системы, сколько и на accuracy. Если в команде нету такой культуры, она может быть склонна быстро аккумулировать и преувеличивать существующий техдолг.   Советую почитать оригинальную статью. В ней очень много полезной информации, которую не сжать в пост в телеге."
830,"Красивая визуализация выхода с лидара нового iPhone 13 Pro. Довольно годная штука этот лидар в айфонах. Он разблочил очень много CV приложений, для которых нужна глубина."
835,"Adobe Research во всю занимается манипуляциями с изображениями, как в посте выше про удаление объектов.  Надеюсь, все это скоро перекочует в фотошоп. Кстати, надо прикупить их акций."
836,"​​O проблеме GAN Inversion  Как манипулируют изображениями с помощью StyleGAN? Ну, для начала нужно получить latent code, который соответствует входному фото. Затем уже можно менять этот код, и получать изменённые картинки. Процесс получения latent code по фото называют GAN Inversion.  Базовый метод для нахождения кода по фото - это итеративный градиентый спуск, где веса сетки заморожены, и меняется только сам код, пока сгенеренная из кода картинка не станет похожей на исходную. Но вот зараза, медленно работает! Тогда народ стал применять дополнительную сеть-энкодер, которую учат мапить картинку в latent code за один прогон. Это быстро, но восстановленное из кода изображение все же теряет некоторые детали. Тут пхд студенты почесали репу и предложили немного файнтюнить веса StyleGAN под определенный latent code, чтобы получить картинку более близкую к исходной, и затем уже проводить с ней манипуляции в скрытом пространстве. Но это же тоже медленно!  Но и тут нашелся выход. В статье HyperStyle (есть код) авторы предложили использовать ещё одну ""гиперсеть"", которая получает на вход оригинальное фото и восстановленное из кода, который, скажем, был получен базовым методом с итеративной оптимизацией либо энкодером. Эта ""гиперсеть"" напрямую предсказывает, как обновить веса StyleGAN, чтобы изображение сгенерированное из данного кода было максимально похоже на исходное. Этакий ""нейронный градиент"" вместо честного градиента посчитанного по функции потерь.  Итого, файнтюнинг весов StyleGAN под конкретную входную картинку даёт очень хорошие результаты и позволяет менять, например, лица людей без потери идентичности. А с помощью HyperStyle это можно делать раз в 40 быстрее, заменяя честный файнтюнинг на трюк с гиперсетью."
